[-13.671875, -292.96875, 116.2109375, -267.578125, 0.0]
[0.0, -297.8515625, -82.51953125, -218.75, 0.0]
[-41.9921875, -315.91796875, 207.03125, 60.05859375, 0.0]
[-45.8984375, -371.09375, 219.7265625, 66.40625, 0.0]
[-38.0859375, -430.17578125, -85.9375, -239.2578125, 0.0]
[-71.2890625, -437.5, -288.57421875, -327.63671875, 0.0]
[-111.81640625, -395.5078125, -63.4765625, -56.640625, 0.0]
[-130.859375, -401.85546875, 121.58203125, 47.36328125, 0.0]
[-100.09765625, -458.984375, -357.91015625, -206.0546875, 0.0]
[-70.80078125, -403.80859375, -445.80078125, -384.27734375, 0.0]
[-83.0078125, -320.80078125, -172.36328125, -150.87890625, 0.0]
[-123.53515625, -337.890625, -181.15234375, 87.890625, 0.0]
[-121.58203125, -358.3984375, -356.4453125, -105.95703125, 0.0]
[-76.171875, -338.37890625, -421.875, -402.83203125, 0.0]
[-91.796875, -347.16796875, -324.21875, -260.25390625, 0.0]
[-143.06640625, -374.0234375, -261.23046875, 63.4765625, 0.0]
[-142.08984375, -379.39453125, -332.03125, -1.953125, 0.0]
[-108.88671875, -349.609375, -503.41796875, -284.66796875, 0.0]
[-110.3515625, -314.453125, -465.33203125, -233.3984375, 0.0]
[-143.06640625, -324.70703125, -338.8671875, 95.21484375, 0.0]
[-139.16015625, -330.56640625, -474.12109375, 147.4609375, 0.0]
[-101.07421875, -258.30078125, -412.59765625, -174.31640625, 0.0]
[-89.35546875, -217.7734375, -351.5625, -262.6953125, 0.0]
[-113.28125, -238.76953125, -337.890625, 15.625, 0.0]
[-108.3984375, -241.2109375, -229.00390625, 165.52734375, 0.0]
[-58.59375, -269.04296875, -273.4375, -47.8515625, 0.0]
[-18.5546875, -299.8046875, -351.5625, -264.6484375, 0.0]
[-44.921875, -193.84765625, -356.4453125, -73.2421875, 0.0]
[-81.54296875, -44.43359375, -279.296875, 196.2890625, 0.0]
[-61.03515625, -8.30078125, -276.85546875, 65.4296875, 0.0]
[-22.4609375, -7.32421875, -363.28125, -225.5859375, 0.0]
[-17.578125, -19.53125, -437.98828125, -143.06640625, 0.0]
[-45.41015625, -9.27734375, -250.0, 138.671875, 0.0]
[-48.828125, 18.5546875, -1.46484375, 87.40234375, 0.0]
[-6.34765625, 29.296875, -239.74609375, -220.21484375, 0.0]
[-5.859375, 55.6640625, -394.53125, -218.75, 0.0]
[-44.43359375, 96.19140625, -68.84765625, 113.76953125, 0.0]
[-36.1328125, 112.79296875, 62.01171875, 161.62109375, 0.0]
[8.30078125, 62.98828125, -251.953125, -142.08984375, 0.0]
[30.2734375, -6.8359375, -299.8046875, -268.06640625, 0.0]
[17.08984375, -44.43359375, -68.84765625, 5.37109375, 0.0]
[3.90625, -92.28515625, 49.31640625, 185.546875, 0.0]
[26.3671875, -123.046875, -158.69140625, -34.66796875, 0.0]
[66.40625, -143.5546875, -445.80078125, -260.25390625, 0.0]
[59.5703125, -97.16796875, -97.65625, -80.078125, 0.0]
[24.4140625, -84.9609375, 216.796875, 195.80078125, 0.0]
[45.41015625, -136.71875, 64.94140625, 82.51953125, 0.0]
[107.91015625, -153.3203125, -76.66015625, -229.00390625, 0.0]
[108.88671875, -123.046875, 77.63671875, -157.71484375, 0.0]
[54.6875, -109.375, 197.75390625, 160.64453125, 0.0]
[46.875, -141.11328125, 124.51171875, 118.1640625, 0.0]
[106.93359375, -166.9921875, 28.80859375, -208.984375, 0.0]
[126.953125, -147.4609375, -0.48828125, -190.91796875, 0.0]
[84.9609375, -119.62890625, 125.0, 103.02734375, 0.0]
[75.1953125, -102.5390625, 80.078125, 182.6171875, 0.0]
[111.328125, -44.921875, -19.53125, -83.984375, 0.0]
[125.48828125, -34.1796875, 100.09765625, -250.9765625, 0.0]
[103.515625, -60.05859375, 150.390625, 7.8125, 0.0]
[62.01171875, -63.4765625, 86.42578125, 222.65625, 0.0]
[81.54296875, -41.9921875, 103.515625, 34.66796875, 0.0]
[137.6953125, -61.5234375, 121.09375, -216.796875, 0.0]
[105.95703125, -114.2578125, 78.61328125, -67.87109375, 0.0]
[19.53125, -127.9296875, 74.21875, 205.56640625, 0.0]
[40.52734375, -90.8203125, 126.953125, 111.328125, 0.0]
[89.35546875, -86.42578125, 23.92578125, -206.54296875, 0.0]
[62.98828125, -100.09765625, -176.26953125, -169.921875, 0.0]
[16.6015625, -120.1171875, -282.71484375, 146.97265625, 0.0]
[26.3671875, -98.14453125, -0.48828125, 139.16015625, 0.0]
[95.703125, -85.9375, 34.1796875, -178.7109375, 0.0]
[105.46875, -98.14453125, -94.7265625, -236.81640625, 0.0]
[78.61328125, -77.63671875, 6.34765625, 27.83203125, 0.0]
[86.9140625, -68.359375, 101.07421875, 123.53515625, 0.0]
[130.859375, -76.171875, 55.6640625, -144.53125, 0.0]
[147.4609375, -103.02734375, -170.8984375, -320.3125, 0.0]
[99.609375, -79.58984375, -109.86328125, -73.73046875, 0.0]
[65.91796875, -38.57421875, 28.80859375, 154.78515625, 0.0]
[100.5859375, -48.33984375, -268.06640625, -46.38671875, 0.0]
[140.625, -76.171875, -505.37109375, -311.5234375, 0.0]
[123.046875, -81.54296875, -414.0625, -166.9921875, 0.0]
[63.96484375, -58.10546875, -269.04296875, 138.671875, 0.0]
[50.78125, -41.015625, -348.6328125, 80.56640625, 0.0]
[73.73046875, -36.1328125, -641.6015625, -217.7734375, 0.0]
[55.6640625, 36.62109375, -582.03125, -193.359375, 0.0]
[-10.7421875, 107.91015625, -318.84765625, 99.609375, 0.0]
[-45.41015625, 117.67578125, -344.23828125, 129.8828125, 0.0]
[-8.7890625, 85.9375, -628.41796875, -182.12890625, 0.0]
[16.6015625, 153.3203125, -541.50390625, -275.390625, 0.0]
[-47.36328125, 235.83984375, -290.0390625, 14.16015625, 0.0]
[-76.66015625, 204.58984375, -336.42578125, 171.38671875, 0.0]
[-16.6015625, 146.97265625, -542.96875, -69.3359375, 0.0]
[15.625, 119.140625, -490.234375, -300.78125, 0.0]
[-8.30078125, 135.7421875, -370.60546875, -94.7265625, 0.0]
[-8.30078125, 178.22265625, -416.015625, 199.21875, 0.0]
[17.08984375, 190.4296875, -501.953125, 59.08203125, 0.0]
[43.9453125, 231.93359375, -445.80078125, -257.32421875, 0.0]
[62.5, 329.58984375, -357.91015625, -145.5078125, 0.0]
[42.48046875, 424.8046875, -354.4921875, 161.62109375, 0.0]
[49.31640625, 496.09375, -384.765625, 122.0703125, 0.0]
[102.5390625, 579.58984375, -404.296875, -214.84375, 0.0]
[108.3984375, 598.14453125, -403.3203125, -226.07421875, 0.0]
[79.58984375, 549.31640625, -359.86328125, 121.58203125, 0.0]
[72.75390625, 519.53125, -377.9296875, 178.7109375, 0.0]
[120.60546875, 513.18359375, -427.24609375, -97.65625, 0.0]
[149.90234375, 449.70703125, -374.51171875, -219.23828125, 0.0]
[104.4921875, 394.53125, -422.8515625, 33.69140625, 0.0]
[55.17578125, 505.859375, -307.6171875, 195.80078125, 0.0]
[53.7109375, 624.51171875, -225.09765625, -32.2265625, 0.0]
[64.453125, 583.0078125, -366.2109375, -267.08984375, 0.0]
[50.78125, 475.09765625, -313.4765625, -85.9375, 0.0]
[28.3203125, 440.4296875, 0.0, 203.125, 0.0]
[52.24609375, 436.03515625, 46.38671875, 93.75, 0.0]
[86.9140625, 426.26953125, -253.90625, -212.890625, 0.0]
[78.125, 462.890625, -278.80859375, -144.53125, 0.0]
[47.8515625, 543.9453125, -168.9453125, 175.78125, 0.0]
[52.24609375, 595.21484375, -106.4453125, 161.62109375, 0.0]
[77.1484375, 559.5703125, -205.078125, -154.78515625, 0.0]
[95.21484375, 559.5703125, -366.2109375, -190.4296875, 0.0]
[81.0546875, 650.87890625, -29.78515625, 123.046875, 0.0]
[54.19921875, 670.41015625, 132.8125, 205.078125, 0.0]
[92.28515625, 684.08203125, -154.296875, -84.9609375, 0.0]
[114.74609375, 788.57421875, -340.8203125, -245.60546875, 0.0]
[71.77734375, 862.3046875, -101.07421875, -1.46484375, 0.0]
[50.78125, 802.24609375, 109.375, 208.984375, 0.0]
[81.54296875, 691.89453125, -88.8671875, 15.625, 0.0]
[109.375, 634.765625, -333.0078125, -235.83984375, 0.0]
[91.796875, 681.15234375, -282.71484375, -87.40234375, 0.0]
[55.6640625, 692.87109375, -134.765625, 215.33203125, 0.0]
[69.3359375, 600.09765625, -247.0703125, 129.8828125, 0.0]
[114.74609375, 560.05859375, -325.1953125, -201.171875, 0.0]
[105.46875, 616.69921875, -114.74609375, -178.7109375, 0.0]
[49.8046875, 610.3515625, 44.921875, 150.87890625, 0.0]
[42.48046875, 557.12890625, 20.5078125, 189.94140625, 0.0]
[96.6796875, 511.71875, -70.3125, -112.3046875, 0.0]
[104.98046875, 439.94140625, -126.46484375, -185.546875, 0.0]
[46.875, 410.64453125, 24.90234375, 89.35546875, 0.0]
[15.13671875, 379.8828125, 57.6171875, 205.078125, 0.0]
[44.43359375, 328.61328125, -7.32421875, -45.8984375, 0.0]
[74.21875, 262.6953125, -180.17578125, -223.6328125, 0.0]
[40.52734375, 214.84375, -198.73046875, 6.8359375, 0.0]
[-20.99609375, 187.98828125, -215.8203125, 252.44140625, 0.0]
[-10.25390625, 208.0078125, 37.109375, 93.75, 0.0]
[36.1328125, 200.1953125, -21.484375, -173.828125, 0.0]
[38.0859375, 122.0703125, -143.5546875, -26.85546875, 0.0]
[-2.9296875, 112.79296875, 145.01953125, 276.3671875, 0.0]
[-34.1796875, 182.12890625, 181.640625, 190.91796875, 0.0]
[2.44140625, 185.546875, 32.2265625, -125.9765625, 0.0]
[20.01953125, 154.296875, 19.04296875, -117.1875, 0.0]
[-17.578125, 177.734375, 135.25390625, 191.40625, 0.0]
[-3.41796875, 197.75390625, 125.48828125, 266.6015625, 0.0]
[82.03125, 119.140625, 23.92578125, -13.18359375, 0.0]
[88.37890625, 20.5078125, -158.69140625, -149.4140625, 0.0]
[6.8359375, 51.26953125, -84.47265625, 133.30078125, 0.0]
[-7.8125, 102.05078125, 229.00390625, 294.43359375, 0.0]
[54.6875, 64.453125, 154.296875, 37.109375, 0.0]
[109.375, 71.77734375, -39.55078125, -181.15234375, 0.0]
[83.49609375, 182.12890625, 91.30859375, 16.6015625, 0.0]
[35.64453125, 237.3046875, 194.3359375, 262.6953125, 0.0]
[71.77734375, 221.6796875, 141.6015625, 116.2109375, 0.0]
[124.51171875, 209.9609375, 19.04296875, -171.875, 0.0]
[109.86328125, 193.359375, 125.48828125, -63.96484375, 0.0]
[81.0546875, 185.05859375, 273.4375, 269.53125, 0.0]
[89.84375, 160.64453125, 193.359375, 270.99609375, 0.0]
[152.83203125, 111.81640625, 76.66015625, -24.4140625, 0.0]
[219.7265625, 148.4375, 195.3125, -27.83203125, 0.0]
[200.1953125, 164.0625, 356.4453125, 263.18359375, 0.0]
[176.7578125, 147.4609375, 259.765625, 329.58984375, 0.0]
[179.19921875, 132.32421875, 31.25, 47.8515625, 0.0]
[145.01953125, 152.34375, 236.81640625, -104.98046875, 0.0]
[121.58203125, 166.015625, 357.421875, 150.87890625, 0.0]
